event_id	modified_uniprot	partner_uniprot	interface_signature_size	interface_contact_count	structure_complexes	interface_cluster_id
event_02048	O43318	Q99759	49	23	Complex141	interface_cluster_1245
event_02049	P41279	P19838	54	42	Complex1528_1,Complex1528_2,Complex1528_3	interface_cluster_1246
event_02050	Q8IVH8	P46940	61	27	Complex2931	interface_cluster_1247
event_02051	P28482	Q02750	84	46	Complex1221	interface_cluster_1248
event_02052	P28482	P36507	25	9	Complex1222	interface_cluster_1249
event_02053	P31152	Q8IW41	73	36	Complex1323	interface_cluster_1250
event_02054	Q16659	Q8IW41	54	25	Complex2755	interface_cluster_1251
event_02055	Q13164	P01100	89	38	Complex2351	interface_cluster_1252
event_02056	P45983	O14733	31	12	Complex1604	interface_cluster_1253
event_02057	Q9UQF2	Q12852	69	28	Complex3644	interface_cluster_1254
event_02058	Q15691	P25054	103	67	Complex1195,Complex2666_1,Complex2666_2	interface_cluster_1255
event_02059	Q15691	P30622	96	43	Complex2657	interface_cluster_1256
event_02060	Q15691	P30622	96	43	Complex2657	interface_cluster_1256
event_02061	Q15691	P30622	96	43	Complex2657	interface_cluster_1256
event_02062	Q15691	Q14203	49	23	Complex2656	interface_cluster_1257
event_02063	Q15691	Q14203	49	23	Complex2656	interface_cluster_1257
event_02064	Q15691	Q14203	75	42	Complex2656,Complex2661_1,Complex2661_2	interface_cluster_1257
event_02065	Q15691	Q99661	46	23	Complex2665	interface_cluster_1258
event_02066	Q15691	Q99661	46	23	Complex2665	interface_cluster_1258
event_02067	Q15691	Q5JR59	52	24	Complex2664	interface_cluster_1259
event_02068	Q15691	P07437	49	29	Complex2660	interface_cluster_1260
event_02069	Q15691	P07437	49	29	Complex2660	interface_cluster_1260
event_02070	Q9UPY8	Q8IUQ4	37	19	Complex3621	interface_cluster_1261
event_02071	Q7KZI7	P31946	47	21	Complex2891	interface_cluster_1262
event_02072	Q7KZI7	P31946	47	21	Complex2891	interface_cluster_1262
event_02073	Q7KZI7	P31946	47	21	Complex2891	interface_cluster_1262
event_02074	P56192	O43324	275	179	Complex1848	interface_cluster_1263
event_02075	Q7Z434	Q14164	27	13	Complex2899	interface_cluster_1264
event_02076	Q7Z434	Q14653	93	45	Complex2897	interface_cluster_1265
event_02077	Q7Z434	Q7Z434	184	92	Complex2896,Complex2897,Complex2899	interface_cluster_1266
event_02078	Q7Z434	Q7Z434	184	92	Complex2896,Complex2897,Complex2899	interface_cluster_1266
event_02079	Q7Z434	Q7Z434	184	92	Complex2896,Complex2897,Complex2899	interface_cluster_1266
event_02080	P43121	Q6R327	63	31	Complex1550	interface_cluster_1267
event_02081	P23508	Q14160	0	0		interface_cluster_1268
event_02082	P10911	P60953	33	18	Complex884	interface_cluster_1269
event_02083	P10911	P62993	48	20	Complex885	interface_cluster_1270
event_02084	P10911	P61586	53	25	Complex886	interface_cluster_1271
event_02085	Q07820	O43521	162	88	Complex151,Complex2227	interface_cluster_1272
event_02086	Q07820	O43521	162	88	Complex151,Complex2227	interface_cluster_1272
event_02087	Q07820	Q969H0	41	18	Complex2231	interface_cluster_1273
event_02088	Q07820	Q969H0	41	18	Complex2231	interface_cluster_1273
event_02089	Q07820	Q969H0	41	18	Complex2231	interface_cluster_1273
event_02090	Q07820	Q969H0	41	18	Complex2231	interface_cluster_1273
event_02091	Q07820	Q969H0	41	18	Complex2231	interface_cluster_1273
event_02092	Q07820	Q86UR1	57	23	Complex2229	interface_cluster_1274
event_02093	Q07820	Q13526	40	21	Complex2230	interface_cluster_1275
event_02094	Q07820	Q13526	40	21	Complex2230	interface_cluster_1275
event_02095	Q07820	Q6R327	35	12	Complex2235	interface_cluster_1276
event_02096	P49736	Q9BXW9	73	38	Complex1700	interface_cluster_1277
event_02097	P49736	Q8IYD8	83	33	Complex1701	interface_cluster_1278
event_02098	P33993	P49736	65	30	Complex1364	interface_cluster_1279
event_02099	P33993	P25205	0	0		interface_cluster_1280
event_02100	P33993	P33992	82	35	Complex1366	interface_cluster_1281
event_02101	Q8NEM0	Q92547	79	31	Complex2983	interface_cluster_1282
event_02102	C9JLW8	Q13363	1	0	Complex2	interface_cluster_1283
event_02103	C9JLW8	Q13363	1	0	Complex2	interface_cluster_1283
event_02104	Q14676	Q14676	2044	2096	Complex1019,Complex2142,Complex2375,Complex2531_1,Complex2531_2,Complex2877,Complex3127,Complex3685,Complex412_1,Complex412_2,Complex415,Complex600,Complex911	interface_cluster_1284
event_02105	Q14676	Q14676	2044	2158	Complex1019,Complex2142,Complex2375,Complex2531_1,Complex2531_2,Complex2532_3,Complex2532_4,Complex2877,Complex3127,Complex3685,Complex412_1,Complex412_2,Complex415,Complex600,Complex911	interface_cluster_1284
event_02106	Q00987	P10275	49	20	Complex837	interface_cluster_1285
event_02107	Q00987	Q8N726	90	42	Complex2106	interface_cluster_1286
event_02108	Q00987	Q09472	63	26	Complex2101	interface_cluster_1287
event_02109	Q00987	Q09472	63	26	Complex2101	interface_cluster_1287
event_02110	Q00987	Q00987	368	360	Complex1252,Complex1481,Complex165,Complex1857,Complex1895,Complex2077,Complex2101,Complex2106,Complex2107,Complex2109_1,Complex2109_2,Complex2384,Complex3100,Complex3541,Complex534,Complex642,Complex75,Complex837	interface_cluster_1288
event_02111	Q00987	P06400	99	50	Complex642	interface_cluster_1289
event_02112	Q00987	P06400	99	50	Complex642	interface_cluster_1289
event_02113	Q00987	P04637	80	42	Complex534	interface_cluster_1290
event_02114	Q00987	P04637	80	42	Complex534	interface_cluster_1290
event_02115	Q00987	P61081	59	26	Complex2107	interface_cluster_1291
event_02116	Q00987	P61081	59	26	Complex2107	interface_cluster_1291
event_02117	O15151	P48729	71	38	Complex83	interface_cluster_1292
event_02118	O15151	Q00987	102	45	Complex75	interface_cluster_1293
event_02119	O15151	Q00987	102	45	Complex75	interface_cluster_1293
event_02120	O15151	P04637	36	14	Complex71	interface_cluster_1294
event_02121	O15151	P04637	36	14	Complex71	interface_cluster_1294
event_02122	O15151	P04637	36	14	Complex71	interface_cluster_1294
event_02123	O15151	P04637	36	14	Complex71	interface_cluster_1294
event_02124	O15151	Q12888	33	12	Complex69	interface_cluster_1295
event_02125	O15151	Q12888	33	12	Complex69	interface_cluster_1295
event_02126	O15151	P31946	48	22	Complex77	interface_cluster_1296
event_02127	O15151	P31946	48	22	Complex77	interface_cluster_1296
event_02128	O15151	P62258	69	32	Complex79	interface_cluster_1296
event_02129	O15151	P61981	47	20	Complex80	interface_cluster_1296
event_02130	O15151	P27348	123	83	Complex76	interface_cluster_1297
event_02131	O15151	P27348	123	83	Complex76	interface_cluster_1297
event_02132	O15151	P63104	130	83	Complex82	interface_cluster_1297
event_02133	P48163	P48163	120	136	Complex1665	interface_cluster_1298
event_02134	P48163	P48163	120	136	Complex1665	interface_cluster_1298
event_02135	Q03112	Q13363	54	22	Complex2152	interface_cluster_1299
event_02136	Q03112	Q9Y6K1	114	51	Complex2153	interface_cluster_1300
event_02137	P51608	P45973	58	36	Complex1749	interface_cluster_1301
event_02138	P51608	Q96ST3	55	22	Complex1750	interface_cluster_1302
event_02139	P51608	Q9UQE7	110	52	Complex1747	interface_cluster_1303
event_02140	P51608	Q9UQE7	110	52	Complex1747	interface_cluster_1303
event_02141	P51608	P67809	100	46	Complex1748	interface_cluster_1304
event_02142	Q15648	P10275	54	19	Complex2655	interface_cluster_1305
event_02143	Q9H204	P62993	45	21	Complex3349	interface_cluster_1306
event_02144	Q06413	Q09472	231	139	Complex2213	interface_cluster_1307
event_02145	Q14814	Q13309	38	17	Complex2544	interface_cluster_1308
event_02146	Q14814	Q13309	38	17	Complex2544	interface_cluster_1308
event_02147	O15553	P62258	50	21	Complex125	interface_cluster_1309
event_02148	O15553	P62258	50	21	Complex125	interface_cluster_1309
event_02149	O15553	P27348	61	25	Complex126	interface_cluster_1310
event_02150	O15553	P27348	61	25	Complex126	interface_cluster_1310
event_02151	O15553	P27348	61	25	Complex126	interface_cluster_1310
event_02152	Q14680	Q12972	76	39	Complex2533	interface_cluster_1311
event_02153	P08581	P22681	87	36	Complex788	interface_cluster_1312
event_02154	P08581	Q13480	51	20	Complex794	interface_cluster_1313
event_02155	P08581	Q05397	62	24	Complex793	interface_cluster_1314
event_02156	P08581	Q05397	62	24	Complex793	interface_cluster_1314
event_02157	P08581	P18031	38	19	Complex789	interface_cluster_1315
event_02158	P08581	P18031	38	19	Complex789	interface_cluster_1315
event_02159	P08581	P17706	49	23	Complex790	interface_cluster_1316
event_02160	P08581	P17706	49	23	Complex790	interface_cluster_1316
event_02161	Q9HCE5	Q86U44	115	212	Complex3416_1,Complex3416_2,Complex3416_3	interface_cluster_1317
event_02162	Q86U44	P24928	0	0		interface_cluster_1318
event_02163	Q86U44	P45974	55	28	Complex2907	interface_cluster_1319
event_02164	Q86U44	P45974	55	28	Complex2907	interface_cluster_1319
event_02165	Q86U44	P45974	55	28	Complex2907	interface_cluster_1319
event_02166	Q6ZN04	Q04917	34	14	Complex2883	interface_cluster_1320
event_02167	Q9GZY8	P31946	62	28	Complex3334	interface_cluster_1321
event_02168	O95140	Q7Z6Z7	145	70	Complex329_1,Complex329_2,Complex329_3,Complex329_4	interface_cluster_1322
event_02169	O95140	O95140	4	0	Complex329_1,Complex329_2,Complex329_3,Complex329_4	interface_cluster_1323
event_02170	Q5JXC2	Q04206	85	40	Complex2790	interface_cluster_1324
event_02171	P30301	P0DP23	31	15	Complex1277	interface_cluster_1325
event_02172	P30301	P0DP23	31	15	Complex1277	interface_cluster_1325
event_02173	Q8IVT2	P68133	43	19	Complex2940	interface_cluster_1326
event_02174	Q8IVT2	P68133	43	19	Complex2940	interface_cluster_1326
event_02175	Q8IVT2	P68133	43	19	Complex2940	interface_cluster_1326
event_02176	Q8IVT2	P68133	43	19	Complex2940	interface_cluster_1326
event_02177	Q8NB16	Q8NB16	0	0		interface_cluster_1327
event_02178	Q8NB16	Q8NB16	0	0		interface_cluster_1328
event_02179	Q8NB16	Q8NB16	0	0		interface_cluster_1329
event_02180	Q03111	P35226	55	22	Complex2150	interface_cluster_1330
event_02181	Q03111	P35226	55	22	Complex2150	interface_cluster_1330
event_02182	P08473	P60484	45	23	Complex786	interface_cluster_1331
event_02183	P50281	P56945	62	30	Complex1723	interface_cluster_1332
event_02184	P50281	P08648	31	15	Complex1721	interface_cluster_1333
event_02185	P50281	Q05397	47	21	Complex1722	interface_cluster_1334
event_02186	Q9H8S9	O95835	0	0		interface_cluster_1335
event_02187	Q9H8S9	O95835	0	0		interface_cluster_1336
event_02188	Q9H8S9	Q15208	119	89	Complex2590,Complex3395	interface_cluster_1337
event_02189	Q9H8S9	Q15208	119	89	Complex2590,Complex3395	interface_cluster_1337
event_02190	Q9H8S9	Q13043	42	18	Complex2304	interface_cluster_1338
event_02191	Q9H8S9	Q13043	42	18	Complex2304	interface_cluster_1338
event_02192	Q9Y6X9	P11142	62	31	Complex3760	interface_cluster_1339
event_02193	O95866	P41240	31	10	Complex380	interface_cluster_1340
event_02194	O95866	P41240	31	10	Complex380	interface_cluster_1340
event_02195	O95866	P06241	61	25	Complex381	interface_cluster_1341
event_02196	O95866	P06241	61	25	Complex381	interface_cluster_1341
event_02197	O95866	P42336	75	35	Complex382	interface_cluster_1342
event_02198	O95866	P42336	75	35	Complex382	interface_cluster_1342
event_02199	O95866	P16885	66	30	Complex383	interface_cluster_1343
event_02200	O95866	P16885	66	30	Complex383	interface_cluster_1343
event_02201	O95866	Q06124	39	17	Complex386	interface_cluster_1344
event_02202	O95866	Q06124	39	17	Complex386	interface_cluster_1344
event_02203	O95866	Q06124	39	17	Complex386	interface_cluster_1344
event_02204	O95866	P29350	50	23	Complex384	interface_cluster_1345
event_02205	O95866	P29350	50	23	Complex384	interface_cluster_1345
event_02206	O95866	P29350	50	23	Complex384	interface_cluster_1345
event_02207	O95866	P12931	59	30	Complex388	interface_cluster_1346
event_02208	O95866	P12931	59	30	Complex388	interface_cluster_1346
event_02209	O95866	P43405	39	15	Complex389	interface_cluster_1347
event_02210	O95866	P43405	39	15	Complex389	interface_cluster_1347
event_02211	P40238	P29350	31	11	Complex1500	interface_cluster_1348
event_02212	P40238	P43405	45	19	Complex1501	interface_cluster_1349
event_02213	P40238	Q63HR2	56	21	Complex1502	interface_cluster_1350
event_02214	Q8TAP9	P53350	34	17	Complex3000	interface_cluster_1351
event_02215	P49959	Q9NWS0	71	32	Complex1717	interface_cluster_1352
event_02216	P49959	Q9NWS0	71	32	Complex1717	interface_cluster_1352
event_02217	P49959	Q9NWS0	71	32	Complex1717	interface_cluster_1352
event_02218	P49959	Q9NWS0	71	32	Complex1717	interface_cluster_1352
event_02219	P26038	P52565	58	25	Complex1207	interface_cluster_1353
event_02220	P26038	P43121	33	14	Complex1206	interface_cluster_1354
event_02221	Q04912	P31946	23	8	Complex2192	interface_cluster_1355
event_02222	Q04912	P31946	23	8	Complex2192	interface_cluster_1355
event_02223	P42898	P53350	50	22	Complex1549	interface_cluster_1356
event_02224	P42345	Q8N122	47	22	Complex2958	interface_cluster_1357
event_02225	P42345	Q8N122	47	22	Complex2958	interface_cluster_1357
event_02226	P42345	Q8N122	47	22	Complex2958	interface_cluster_1357
event_02227	O43312	Q9Y297	19	7	Complex139	interface_cluster_1358
event_02228	Q8N3F0	O15111	29	12	Complex2961	interface_cluster_1359
event_02229	Q8N3F0	O14920	71	47	Complex2962	interface_cluster_1360
event_02230	Q96NY9	Q8IY92	440	286	Complex3197	interface_cluster_1361
event_02231	Q96EY5	Q9Y5K6	59	25	Complex3158	interface_cluster_1362
event_02232	Q14764	P62258	34	15	Complex2538	interface_cluster_1363
event_02233	Q14764	P62258	34	15	Complex2538	interface_cluster_1363
event_02234	P10244	P40337	90	42	Complex836	interface_cluster_1364
event_02235	P04198	Q13049	75	35	Complex519	interface_cluster_1365
event_02236	P35579	Q14511	106	42	Complex1421	interface_cluster_1366
event_02237	P19105	Q9UKX2	34	14	Complex1103	interface_cluster_1367
event_02238	P10916	O75116	45	18	Complex887	interface_cluster_1368
event_02239	P15172	Q92793	93	40	Complex992	interface_cluster_1369
event_02240	P15172	Q09472	56	21	Complex991	interface_cluster_1370
event_02241	P15172	Q09472	56	21	Complex991	interface_cluster_1370
event_02242	P28698	P49711	59	31	Complex1225	interface_cluster_1371
event_02243	Q9BQ15	Q8NCQ5	63	30	Complex3276	interface_cluster_1372
event_02244	Q9H9S0	Q09472	25	8	Complex3402	interface_cluster_1373
event_02245	Q9H9S0	Q09472	25	8	Complex3402	interface_cluster_1373
event_02246	Q9H9S0	Q9H9S0	70	40	Complex3400,Complex3401,Complex3402	interface_cluster_1374
event_02247	Q9H9S0	Q9H9S0	70	40	Complex3400,Complex3401,Complex3402	interface_cluster_1374
event_02248	Q9H9S0	O43791	51	24	Complex3400	interface_cluster_1375
event_02249	O60934	Q15554	65	29	Complex252	interface_cluster_1376
event_02250	P42695	P53350	50	22	Complex1540	interface_cluster_1377
event_02251	P14598	P13498	52	30	Complex929_1,Complex929_2	interface_cluster_1378
event_02252	P14598	P13498	52	30	Complex929_1,Complex929_2	interface_cluster_1378
event_02253	P14598	P13498	52	30	Complex929_1,Complex929_2	interface_cluster_1378
event_02254	P14598	P13498	52	30	Complex929_1,Complex929_2	interface_cluster_1378
event_02255	P14598	P19878	0	0		interface_cluster_1379
event_02256	P14598	P19878	0	0		interface_cluster_1380
event_02257	P14598	Q15080	69	33	Complex953	interface_cluster_1381
event_02258	P14598	Q9BUZ4	36	14	Complex956	interface_cluster_1382
event_02259	Q9Y6Q9	P18848	54	19	Complex3754	interface_cluster_1383
event_02260	Q9Y6Q9	P18848	54	19	Complex3754	interface_cluster_1383
event_02261	Q9Y6Q9	P18848	54	19	Complex3754	interface_cluster_1383
event_02262	Q9Y6Q9	Q86X55	23	7	Complex3757	interface_cluster_1384
event_02263	Q9Y6Q9	Q13618	45	18	Complex3753	interface_cluster_1385
event_02264	Q9Y6Q9	Q09472	661	369	Complex3759	interface_cluster_1386
event_02265	Q9Y6Q9	P03372	35	12	Complex3749	interface_cluster_1387
event_02266	Q9Y6Q9	P03372	35	12	Complex3749	interface_cluster_1387
event_02267	Q9Y6Q9	P03372	35	12	Complex3749	interface_cluster_1387
event_02268	Q9Y6Q9	P03372	35	12	Complex3749	interface_cluster_1387
event_02269	Q9Y6Q9	P43268	55	21	Complex3752	interface_cluster_1388
event_02270	Q9Y6Q9	O43791	33	11	Complex3747	interface_cluster_1389
event_02271	Q9Y6Q9	O43791	33	11	Complex3747	interface_cluster_1389
event_02272	Q14686	P03372	20	9	Complex2536	interface_cluster_1390
event_02273	Q14686	Q92731	16	5	Complex2537	interface_cluster_1391
event_02274	Q9NXR1	Q969H0	29	13	Complex3474	interface_cluster_1392
event_02275	Q9NXR1	Q9GZM8	4	1	Complex3472	interface_cluster_1393
event_02276	Q9NXR1	P43034	49	22	Complex3473	interface_cluster_1394
event_02277	Q92597	P10275	44	19	Complex3088	interface_cluster_1395
event_02278	Q8NHV4	P53350	32	12	Complex2990	interface_cluster_1396
event_02279	Q8NHV4	P53350	32	12	Complex2990	interface_cluster_1396
event_02280	Q8NHV4	P53350	32	12	Complex2990	interface_cluster_1396
event_02281	Q8NHV4	Q6UVJ0	26	11	Complex2989	interface_cluster_1397
event_02282	Q96PU5	P51168	74	32	Complex3203	interface_cluster_1398
event_02283	Q96PU5	P51168	74	32	Complex3203	interface_cluster_1398
event_02284	Q8TDX7	Q96P20	78	38	Complex3200	interface_cluster_1399
event_02285	Q8TD19	P63167	18	7	Complex3030	interface_cluster_1400
event_02286	Q8TD19	P63167	18	7	Complex3030	interface_cluster_1400
event_02287	Q8TD19	P53350	81	40	Complex3029	interface_cluster_1401
event_02288	P18615	P62258	54	24	Complex1081	interface_cluster_1402
event_02289	P35240	P31749	56	29	Complex1400	interface_cluster_1403
event_02290	P35240	P16070	44	18	Complex1401	interface_cluster_1404
event_02291	P35240	Q9Y4B6	529	390	Complex1399	interface_cluster_1405
event_02292	P35240	Q9Y4B6	529	390	Complex1399	interface_cluster_1405
event_02293	P35240	Q16531	46	27	Complex1402	interface_cluster_1406
event_02294	P35240	P15311	72	38	Complex1403	interface_cluster_1407
event_02295	P35240	O14964	53	22	Complex1404	interface_cluster_1408
event_02296	P35240	Q6ZN17	61	25	Complex1405	interface_cluster_1409
event_02297	P35240	O75581	94	45	Complex1406	interface_cluster_1410
event_02298	P35240	P35240	1351	2960	Complex1399,Complex1400,Complex1401,Complex1402,Complex1403,Complex1404,Complex1405,Complex1406,Complex1407_1,Complex1407_2,Complex1408	interface_cluster_1411
event_02299	P35240	P68366	43	30	Complex1408	interface_cluster_1406
event_02300	O94916	P19174	31	11	Complex328	interface_cluster_1412
event_02301	O95644	Q92769	54	26	Complex350	interface_cluster_1413
event_02302	O95644	Q92769	54	26	Complex350	interface_cluster_1413
event_02303	O95644	Q92769	54	26	Complex350	interface_cluster_1413
event_02304	Q13469	Q08209	50	23	Complex2401	interface_cluster_1414
event_02305	Q16236	Q9Y297	41	20	Complex2707	interface_cluster_1415
event_02306	Q16236	Q9Y297	41	20	Complex2707	interface_cluster_1415
event_02307	Q16236	Q9Y297	41	20	Complex2707	interface_cluster_1415
event_02308	Q16236	Q9Y297	41	20	Complex2707	interface_cluster_1415
event_02309	Q16236	P09601	47	23	Complex2705	interface_cluster_1416
event_02310	Q16236	Q14145	264	171	Complex2464,Complex2706	interface_cluster_1417
event_02311	Q00653	Q9Y297	95	49	Complex2096	interface_cluster_1418
event_02312	Q00653	Q9Y297	95	49	Complex2096	interface_cluster_1418
event_02313	Q00653	Q969H0	48	21	Complex2095	interface_cluster_1419
event_02314	P08138	O00151	21	11	Complex771	interface_cluster_1420
event_02315	Q9H9Q4	P31946	49	21	Complex3399	interface_cluster_1421
event_02316	Q9BZQ8	P06748	90	41	Complex3324	interface_cluster_1422
event_02317	Q96TA1	P01112	47	20	Complex3221	interface_cluster_1423
event_02318	Q9BYG3	P46013	0	0		interface_cluster_1424
event_02319	Q9BYG3	P46013	0	0		interface_cluster_1425
event_02320	Q9BYG3	P46013	0	0		interface_cluster_1426
event_02321	Q9Y2I6	P53350	54	24	Complex3689	interface_cluster_1427
event_02322	Q99801	Q13315	69	62	Complex2376,Complex3268	interface_cluster_1428
event_02323	Q96P20	Q8TDX7	76	38	Complex3200	interface_cluster_1429
event_02324	Q96P20	Q96P20	24	28	Complex3198,Complex3199,Complex3200	interface_cluster_1430
event_02325	Q96P20	Q9ULZ3	57	23	Complex3199	interface_cluster_1431
event_02326	Q14978	P68400	44	23	Complex2558	interface_cluster_1432
event_02327	Q9NZM5	P62913	68	30	Complex3492	interface_cluster_1433
event_02328	Q9NZM5	P62913	68	30	Complex3492	interface_cluster_1433
event_02329	P29474	P0DP23	173	110	Complex1250	interface_cluster_1434
event_02330	P29474	P0DP23	173	110	Complex1250	interface_cluster_1434
event_02331	Q9NPH5	P62993	39	16	Complex3428	interface_cluster_1435
event_02332	Q9NPH5	P78324	42	17	Complex3429	interface_cluster_1436
event_02333	Q86UR1	Q9Y5S8	55	25	Complex2912	interface_cluster_1437
event_02334	Q86UR1	Q9Y5S8	55	25	Complex2912	interface_cluster_1437
event_02335	Q86UR1	P63000	57	26	Complex2913	interface_cluster_1438
event_02336	Q86UR1	P63000	57	26	Complex2913	interface_cluster_1438
event_02337	Q86UR1	A1X283	114	48	Complex2910	interface_cluster_1439
event_02338	Q86UR1	P63104	57	31	Complex2911	interface_cluster_1440
event_02339	Q86UR1	P63104	57	31	Complex2911	interface_cluster_1440
event_02340	O15259	Q6VY07	55	25	Complex92	interface_cluster_1441
event_02341	O15259	Q6VY07	55	25	Complex92	interface_cluster_1441
event_02342	O15259	Q6VY07	55	25	Complex92	interface_cluster_1441
event_02343	O15259	Q6VY07	55	25	Complex92	interface_cluster_1441
event_02344	O15259	Q6VY07	55	25	Complex92	interface_cluster_1441
event_02345	O15259	Q6VY07	55	25	Complex92	interface_cluster_1441
event_02346	O60500	P32121	45	22	Complex225	interface_cluster_1442
event_02347	O60500	P32121	45	22	Complex225	interface_cluster_1442
event_02348	O60500	P32121	45	22	Complex225	interface_cluster_1442
event_02349	O60500	Q9NP85	46	24	Complex228	interface_cluster_1443
event_02350	P06748	P84077	55	23	Complex673	interface_cluster_1444
event_02351	P06748	P84077	55	23	Complex673	interface_cluster_1444
event_02352	P06748	P68431	62	30	Complex675	interface_cluster_1445
event_02353	P06748	P68431	62	30	Complex675	interface_cluster_1445
event_02354	P06748	P68431	62	30	Complex675	interface_cluster_1445
event_02355	P06748	P68431	62	30	Complex675	interface_cluster_1445
event_02356	P06748	P68431	62	30	Complex675	interface_cluster_1445
event_02357	P06748	P68431	62	30	Complex675	interface_cluster_1445
event_02358	P06748	P68431	62	30	Complex675	interface_cluster_1445
event_02359	P06748	P06748	6	0	Complex1514,Complex1638,Complex2255,Complex3324,Complex3624,Complex673,Complex675,Complex679	interface_cluster_1446
event_02360	P06748	O75116	49	22	Complex679	interface_cluster_1447
event_02361	P06748	O75116	49	22	Complex679	interface_cluster_1447
event_02362	P15559	O15350	77	37	Complex1010	interface_cluster_1448
event_02363	O75469	P09769	36	18	Complex276	interface_cluster_1449
event_02364	O75469	P09769	36	18	Complex276	interface_cluster_1449
event_02365	O75469	P09769	36	18	Complex276	interface_cluster_1449
event_02366	O75469	P09769	36	18	Complex276	interface_cluster_1449
event_02367	O75469	Q9Y3R0	58	24	Complex279	interface_cluster_1450
event_02368	O75469	P41235	39	17	Complex289	interface_cluster_1451
event_02369	O75469	Q15788	0	0		interface_cluster_1452
event_02370	O75469	O75376	51	18	Complex277	interface_cluster_1453
event_02371	O75469	O75376	51	18	Complex277	interface_cluster_1453
event_02372	O75469	O75376	51	18	Complex277	interface_cluster_1453
event_02373	O75469	O75376	51	18	Complex277	interface_cluster_1453
event_02374	O75469	O75376	51	18	Complex277	interface_cluster_1453
event_02375	O75469	Q9Y618	88	38	Complex283	interface_cluster_1454
event_02376	O75469	P30086	29	14	Complex281	interface_cluster_1455
event_02377	O75469	P35398	82	37	Complex291	interface_cluster_1456
event_02378	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02379	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02380	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02381	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02382	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02383	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02384	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02385	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02386	O75469	P19793	199	120	Complex273	interface_cluster_1457
event_02387	Q14994	P28482	69	31	Complex2560	interface_cluster_1458
event_02388	Q14994	P27361	46	22	Complex2559	interface_cluster_1459
event_02389	Q14994	P63244	52	24	Complex2561	interface_cluster_1460
event_02390	Q14994	P19793	34	16	Complex2562	interface_cluster_1461
event_02391	P04150	Q09472	51	20	Complex515	interface_cluster_1462
event_02392	P04150	Q969H0	70	37	Complex513	interface_cluster_1463
event_02393	P04150	Q9Y3R0	53	20	Complex510	interface_cluster_1464
event_02394	P04150	Q9Y3R0	53	20	Complex510	interface_cluster_1464
event_02395	P04150	Q9Y3R0	53	20	Complex510	interface_cluster_1464
event_02396	P04150	Q8IZL8	17	7	Complex509	interface_cluster_1465
event_02397	P04150	Q04206	67	29	Complex514	interface_cluster_1466
event_02398	P04150	Q04206	67	29	Complex514	interface_cluster_1466
event_02399	P04150	Q04206	67	29	Complex514	interface_cluster_1466
event_02400	P04150	P63104	30	16	Complex508	interface_cluster_1467
event_02401	P22736	Q13526	38	17	Complex1167	interface_cluster_1468
event_02402	P22736	Q13526	38	17	Complex1167	interface_cluster_1468
event_02403	P22736	Q13526	38	17	Complex1167	interface_cluster_1468
event_02404	P01111	P15056	36	15	Complex473	interface_cluster_1469
event_02405	P01111	P42336	69	32	Complex474_1,Complex474_2	interface_cluster_1470
event_02406	P01111	P04049	88	48	Complex475	interface_cluster_1471
event_02407	P01111	P20936	118	70	Complex472	interface_cluster_1472
event_02408	Q96F24	O75143	56	29	Complex3159	interface_cluster_1473
event_02409	Q96F24	O75143	56	29	Complex3159	interface_cluster_1473
event_02410	Q96F24	Q6ZNE5	72	35	Complex3160	interface_cluster_1474
event_02411	Q96F24	Q6ZNE5	72	35	Complex3160	interface_cluster_1474
event_02412	Q96F24	Q14457	38	22	Complex3161	interface_cluster_1475
event_02413	Q96F24	Q14457	38	22	Complex3161	interface_cluster_1475
event_02414	Q96F24	Q8NEB9	84	37	Complex3162	interface_cluster_1476
event_02415	Q96F24	Q8NEB9	84	37	Complex3162	interface_cluster_1476
event_02416	Q96F24	Q99570	53	26	Complex3163	interface_cluster_1477
event_02417	Q96F24	Q99570	53	26	Complex3163	interface_cluster_1477
event_02418	Q96F24	Q8TDY2	137	66	Complex3164	interface_cluster_1478
event_02419	Q96F24	Q8TDY2	137	66	Complex3164	interface_cluster_1478
event_02420	Q96F24	O75385	56	23	Complex3165	interface_cluster_1479
event_02421	Q96F24	O75385	56	23	Complex3165	interface_cluster_1479
event_02422	P48552	O14980	16	6	Complex1672	interface_cluster_1480
event_02423	P48552	O14980	16	6	Complex1672	interface_cluster_1480
event_02424	P48552	O14980	16	6	Complex1672	interface_cluster_1480
event_02425	O96028	Q13620	93	47	Complex416	interface_cluster_1481
event_02426	O96028	Q14676	55	25	Complex415	interface_cluster_1482
event_02427	P46459	P54920	44	25	Complex1614	interface_cluster_1483
event_02428	Q08J23	P19338	98	48	Complex2254	interface_cluster_1484
event_02429	Q08J23	P06748	77	56	Complex2255	interface_cluster_1485
event_02430	P04629	Q8WU20	56	25	Complex531	interface_cluster_1486
